FIPS	State	County	Variable	totalpopacs0711
37127	NC	Nash	totalpopacs0711	95182
37129	NC	New Hanover	totalpopacs0711	200336
37131	NC	Northampton	totalpopacs0711	22120
37133	NC	Onslow	totalpopacs0711	172917
37135	NC	Orange	totalpopacs0711	131856
37137	NC	Pamlico	totalpopacs0711	13114
37139	NC	Pasquotank	totalpopacs0711	40511
37141	NC	Pender	totalpopacs0711	51441
37143	NC	Perquimans	totalpopacs0711	13289
37145	NC	Person	totalpopacs0711	39218
37147	NC	Pitt	totalpopacs0711	165012
37149	NC	Polk	totalpopacs0711	20354
37151	NC	Randolph	totalpopacs0711	140916
37153	NC	Richmond	totalpopacs0711	46546
37155	NC	Robeson	totalpopacs0711	133033
37157	NC	Rockingham	totalpopacs0711	93393
37159	NC	Rowan	totalpopacs0711	137654
37161	NC	Rutherford	totalpopacs0711	67262
37163	NC	Sampson	totalpopacs0711	63161
37165	NC	Scotland	totalpopacs0711	36227
37167	NC	Stanly	totalpopacs0711	60394
37169	NC	Stokes	totalpopacs0711	47294
37171	NC	Surry	totalpopacs0711	73473
37173	NC	Swain	totalpopacs0711	13932
37175	NC	Transylvania	totalpopacs0711	32670
37177	NC	Tyrrell	totalpopacs0711	4379
37179	NC	Union	totalpopacs0711	196931
37181	NC	Vance	totalpopacs0711	45112
37183	NC	Wake	totalpopacs0711	879658
37185	NC	Warren	totalpopacs0711	20882
37187	NC	Washington	totalpopacs0711	13179
37189	NC	Watauga	totalpopacs0711	50421
37191	NC	Wayne	totalpopacs0711	121324
37193	NC	Wilkes	totalpopacs0711	69162
37195	NC	Wilson	totalpopacs0711	80351
37197	NC	Yadkin	totalpopacs0711	38232
37199	NC	Yancey	totalpopacs0711	17885
38000	ND	North Dakota	totalpopacs0711	666783
38001	ND	Adams	totalpopacs0711	2337
38003	ND	Barnes	totalpopacs0711	11048
38005	ND	Benson	totalpopacs0711	6665
38007	ND	Billings	totalpopacs0711	890
38009	ND	Bottineau	totalpopacs0711	6412
38011	ND	Bowman	totalpopacs0711	3125
38013	ND	Burke	totalpopacs0711	1959
38015	ND	Burleigh	totalpopacs0711	80225
38017	ND	Cass	totalpopacs0711	147222
38019	ND	Cavalier	totalpopacs0711	3994
38021	ND	Dickey	totalpopacs0711	5319
38023	ND	Divide	totalpopacs0711	2058
38025	ND	Dunn	totalpopacs0711	3535
38027	ND	Eddy	totalpopacs0711	2426
38029	ND	Emmons	totalpopacs0711	3578
38031	ND	Foster	totalpopacs0711	3389
38033	ND	Golden Valley	totalpopacs0711	1576
38035	ND	Grand Forks	totalpopacs0711	66662
38037	ND	Grant	totalpopacs0711	2458
38039	ND	Griggs	totalpopacs0711	2408
38041	ND	Hettinger	totalpopacs0711	2495
38043	ND	Kidder	totalpopacs0711	2499
38045	ND	LaMoure	totalpopacs0711	4184
38047	ND	Logan	totalpopacs0711	1996
38049	ND	McHenry	totalpopacs0711	5400
38051	ND	McIntosh	totalpopacs0711	2857
38053	ND	McKenzie	totalpopacs0711	6262
38055	ND	McLean	totalpopacs0711	8923
38057	ND	Mercer	totalpopacs0711	8382
38059	ND	Morton	totalpopacs0711	27076
38061	ND	Mountrail	totalpopacs0711	7482
38063	ND	Nelson	totalpopacs0711	3141
38065	ND	Oliver	totalpopacs0711	1793
38067	ND	Pembina	totalpopacs0711	7440
38069	ND	Pierce	totalpopacs0711	4361
38071	ND	Ramsey	totalpopacs0711	11400
38073	ND	Ransom	totalpopacs0711	5559
38075	ND	Renville	totalpopacs0711	2440
38077	ND	Richland	totalpopacs0711	16382
38079	ND	Rolette	totalpopacs0711	13885
38081	ND	Sargent	totalpopacs0711	3909
38083	ND	Sheridan	totalpopacs0711	1271
38085	ND	Sioux	totalpopacs0711	4149
38087	ND	Slope	totalpopacs0711	721
38089	ND	Stark	totalpopacs0711	23973
38091	ND	Steele	totalpopacs0711	1962
38093	ND	Stutsman	totalpopacs0711	20973
38095	ND	Towner	totalpopacs0711	2259
38097	ND	Traill	totalpopacs0711	8172
38099	ND	Walsh	totalpopacs0711	11196
38101	ND	Ward	totalpopacs0711	60667
38103	ND	Wells	totalpopacs0711	4242
38105	ND	Williams	totalpopacs0711	22046
39000	OH	Ohio	totalpopacs0711	11525536
39001	OH	Adams	totalpopacs0711	28551
39003	OH	Allen	totalpopacs0711	106468
39005	OH	Ashland	totalpopacs0711	53331
39007	OH	Ashtabula	totalpopacs0711	101676
39009	OH	Athens	totalpopacs0711	64562
39011	OH	Auglaize	totalpopacs0711	45986
39013	OH	Belmont	totalpopacs0711	70346
39015	OH	Brown	totalpopacs0711	44688
39017	OH	Butler	totalpopacs0711	366167
39019	OH	Carroll	totalpopacs0711	28913
39021	OH	Champaign	totalpopacs0711	40092
39023	OH	Clark	totalpopacs0711	138782
39025	OH	Clermont	totalpopacs0711	196731
39027	OH	Clinton	totalpopacs0711	42296
39029	OH	Columbiana	totalpopacs0711	108198
39031	OH	Coshocton	totalpopacs0711	36974
39033	OH	Crawford	totalpopacs0711	43998
39035	OH	Cuyahoga	totalpopacs0711	1285279
39037	OH	Darke	totalpopacs0711	52907
39039	OH	Defiance	totalpopacs0711	39066
39041	OH	Delaware	totalpopacs0711	170541
39043	OH	Erie	totalpopacs0711	77223
39045	OH	Fairfield	totalpopacs0711	145167
39047	OH	Fayette	totalpopacs0711	28955
39049	OH	Franklin	totalpopacs0711	1153671
39051	OH	Fulton	totalpopacs0711	42702
39053	OH	Gallia	totalpopacs0711	30954
39055	OH	Geauga	totalpopacs0711	93476
39057	OH	Greene	totalpopacs0711	160940
39059	OH	Guernsey	totalpopacs0711	40219
39061	OH	Hamilton	totalpopacs0711	801223
39063	OH	Hancock	totalpopacs0711	74847
39065	OH	Hardin	totalpopacs0711	32127
39067	OH	Harrison	totalpopacs0711	15864
39069	OH	Henry	totalpopacs0711	28353
39071	OH	Highland	totalpopacs0711	43631
39073	OH	Hocking	totalpopacs0711	29400
39075	OH	Holmes	totalpopacs0711	42264
39077	OH	Huron	totalpopacs0711	59813
39079	OH	Jackson	totalpopacs0711	33176
39081	OH	Jefferson	totalpopacs0711	69672
39083	OH	Knox	totalpopacs0711	60623
39085	OH	Lake	totalpopacs0711	229745
39087	OH	Lawrence	totalpopacs0711	62592
39089	OH	Licking	totalpopacs0711	165110
39091	OH	Logan	totalpopacs0711	45964
39093	OH	Lorain	totalpopacs0711	300491
39095	OH	Lucas	totalpopacs0711	442708
39097	OH	Madison	totalpopacs0711	43151
39099	OH	Mahoning	totalpopacs0711	240131
39101	OH	Marion	totalpopacs0711	66503
39103	OH	Medina	totalpopacs0711	171327
39105	OH	Meigs	totalpopacs0711	23668
39107	OH	Mercer	totalpopacs0711	40918
39109	OH	Miami	totalpopacs0711	102487
39111	OH	Monroe	totalpopacs0711	14709
39113	OH	Montgomery	totalpopacs0711	537409
39115	OH	Morgan	totalpopacs0711	15087
39117	OH	Morrow	totalpopacs0711	34880
39119	OH	Muskingum	totalpopacs0711	85997
39121	OH	Noble	totalpopacs0711	14658
39123	OH	Ottawa	totalpopacs0711	41508
39125	OH	Paulding	totalpopacs0711	19615
39127	OH	Perry	totalpopacs0711	36024
39129	OH	Pickaway	totalpopacs0711	55509
39131	OH	Pike	totalpopacs0711	28685
39133	OH	Portage	totalpopacs0711	160713
39135	OH	Preble	totalpopacs0711	42394
39137	OH	Putnam	totalpopacs0711	34546
39139	OH	Richland	totalpopacs0711	125241
39141	OH	Ross	totalpopacs0711	77868
39143	OH	Sandusky	totalpopacs0711	61088
39145	OH	Scioto	totalpopacs0711	79189
39147	OH	Seneca	totalpopacs0711	56901
39149	OH	Shelby	totalpopacs0711	49389
39151	OH	Stark	totalpopacs0711	376142
39153	OH	Summit	totalpopacs0711	542169
39155	OH	Trumbull	totalpopacs0711	211403
39157	OH	Tuscarawas	totalpopacs0711	92561
39159	OH	Union	totalpopacs0711	51539
39161	OH	Van Wert	totalpopacs0711	28880
39163	OH	Vinton	totalpopacs0711	13457
39165	OH	Warren	totalpopacs0711	210662
39167	OH	Washington	totalpopacs0711	61946
39169	OH	Wayne	totalpopacs0711	114508
39171	OH	Williams	totalpopacs0711	37985
39173	OH	Wood	totalpopacs0711	125566
39175	OH	Wyandot	totalpopacs0711	22661
40000	OK	Oklahoma	totalpopacs0711	3714520
40001	OK	Adair	totalpopacs0711	22506
40003	OK	Alfalfa	totalpopacs0711	5625
40005	OK	Atoka	totalpopacs0711	14183
40007	OK	Beaver	totalpopacs0711	5586
40009	OK	Beckham	totalpopacs0711	22272
40011	OK	Blaine	totalpopacs0711	11122
40013	OK	Bryan	totalpopacs0711	41865
40015	OK	Caddo	totalpopacs0711	29042
40017	OK	Canadian	totalpopacs0711	113154
40019	OK	Carter	totalpopacs0711	47326
40021	OK	Cherokee	totalpopacs0711	46653
40023	OK	Choctaw	totalpopacs0711	15186
40025	OK	Cimarron	totalpopacs0711	2486
40027	OK	Cleveland	totalpopacs0711	251643
40029	OK	Coal	totalpopacs0711	5853
40031	OK	Comanche	totalpopacs0711	121744
40033	OK	Cotton	totalpopacs0711	6199
40035	OK	Craig	totalpopacs0711	14989
40037	OK	Creek	totalpopacs0711	69450
40039	OK	Custer	totalpopacs0711	27144
40041	OK	Delaware	totalpopacs0711	41295
40043	OK	Dewey	totalpopacs0711	4773
40045	OK	Ellis	totalpopacs0711	4071
40047	OK	Garfield	totalpopacs0711	59680
40049	OK	Garvin	totalpopacs0711	27498
40051	OK	Grady	totalpopacs0711	52062
40053	OK	Grant	totalpopacs0711	4569
40055	OK	Greer	totalpopacs0711	6194
40057	OK	Harmon	totalpopacs0711	2873
40059	OK	Harper	totalpopacs0711	3641
40061	OK	Haskell	totalpopacs0711	12677
40063	OK	Hughes	totalpopacs0711	13686
40065	OK	Jackson	totalpopacs0711	26311
40067	OK	Jefferson	totalpopacs0711	6454
40069	OK	Johnston	totalpopacs0711	10907
40071	OK	Kay	totalpopacs0711	46458
40073	OK	Kingfisher	totalpopacs0711	14928
40075	OK	Kiowa	totalpopacs0711	9470
40077	OK	Latimer	totalpopacs0711	11081
40079	OK	Le Flore	totalpopacs0711	50106
40081	OK	Lincoln	totalpopacs0711	33964
40083	OK	Logan	totalpopacs0711	40863
40085	OK	Love	totalpopacs0711	9343
40087	OK	McClain	totalpopacs0711	33873
40089	OK	McCurtain	totalpopacs0711	33121
40091	OK	McIntosh	totalpopacs0711	20142
40093	OK	Major	totalpopacs0711	7530
40095	OK	Marshall	totalpopacs0711	15675
40097	OK	Mayes	totalpopacs0711	41063
40099	OK	Murray	totalpopacs0711	13313
40101	OK	Muskogee	totalpopacs0711	70593
40103	OK	Noble	totalpopacs0711	11533
40105	OK	Nowata	totalpopacs0711	10660
40107	OK	Okfuskee	totalpopacs0711	12132
40109	OK	Oklahoma	totalpopacs0711	712491
40111	OK	Okmulgee	totalpopacs0711	39766
40113	OK	Osage	totalpopacs0711	47361
40115	OK	Ottawa	totalpopacs0711	31975
40117	OK	Pawnee	totalpopacs0711	16585
40119	OK	Payne	totalpopacs0711	76291
40121	OK	Pittsburg	totalpopacs0711	45562
40123	OK	Pontotoc	totalpopacs0711	37102
40125	OK	Pottawatomie	totalpopacs0711	69276
40127	OK	Pushmataha	totalpopacs0711	11518
40129	OK	Roger Mills	totalpopacs0711	3591
40131	OK	Rogers	totalpopacs0711	86149
40133	OK	Seminole	totalpopacs0711	25280
40135	OK	Sequoyah	totalpopacs0711	42074
40137	OK	Stephens	totalpopacs0711	44759
40139	OK	Texas	totalpopacs0711	20218
40141	OK	Tillman	totalpopacs0711	8092
40143	OK	Tulsa	totalpopacs0711	596873
40145	OK	Wagoner	totalpopacs0711	71792
40147	OK	Washington	totalpopacs0711	50791
40149	OK	Washita	totalpopacs0711	11601
40151	OK	Woods	totalpopacs0711	8701
40153	OK	Woodward	totalpopacs0711	20105
41000	OR	Oregon	totalpopacs0711	3801991
41001	OR	Baker	totalpopacs0711	16126
41003	OR	Benton	totalpopacs0711	84943
41005	OR	Clackamas	totalpopacs0711	373832
41007	OR	Clatsop	totalpopacs0711	36966
41009	OR	Columbia	totalpopacs0711	49247
41011	OR	Coos	totalpopacs0711	63108
41013	OR	Crook	totalpopacs0711	21356
41015	OR	Curry	totalpopacs0711	22373
41017	OR	Deschutes	totalpopacs0711	157014
41019	OR	Douglas	totalpopacs0711	107382
41021	OR	Gilliam	totalpopacs0711	1873
41023	OR	Grant	totalpopacs0711	7359
41025	OR	Harney	totalpopacs0711	7383
41027	OR	Hood River	totalpopacs0711	21962
41029	OR	Jackson	totalpopacs0711	202178
41031	OR	Jefferson	totalpopacs0711	21786
41033	OR	Josephine	totalpopacs0711	82456
41035	OR	Klamath	totalpopacs0711	66517
41037	OR	Lake	totalpopacs0711	7906
41039	OR	Lane	totalpopacs0711	349832
41041	OR	Lincoln	totalpopacs0711	45933
41043	OR	Linn	totalpopacs0711	115776
41045	OR	Malheur	totalpopacs0711	31280
41047	OR	Marion	totalpopacs0711	313020
41049	OR	Morrow	totalpopacs0711	11107
41051	OR	Multnomah	totalpopacs0711	724803
41053	OR	Polk	totalpopacs0711	74734
41055	OR	Sherman	totalpopacs0711	1908
41057	OR	Tillamook	totalpopacs0711	25249
41059	OR	Umatilla	totalpopacs0711	75344
41061	OR	Union	totalpopacs0711	25573
41063	OR	Wallowa	totalpopacs0711	6949
41065	OR	Wasco	totalpopacs0711	24910
41067	OR	Washington	totalpopacs0711	524275
41069	OR	Wheeler	totalpopacs0711	1238
41071	OR	Yamhill	totalpopacs0711	98293
42000	PA	Pennsylvania	totalpopacs0711	12660739
42001	PA	Adams	totalpopacs0711	101137
42003	PA	Allegheny	totalpopacs0711	1223525
42005	PA	Armstrong	totalpopacs0711	69208
42007	PA	Beaver	totalpopacs0711	171027
42009	PA	Bedford	totalpopacs0711	49864
42011	PA	Berks	totalpopacs0711	409624
42013	PA	Blair	totalpopacs0711	127090
42015	PA	Bradford	totalpopacs0711	62522
42017	PA	Bucks	totalpopacs0711	624351
42019	PA	Butler	totalpopacs0711	183317
42021	PA	Cambria	totalpopacs0711	144489
42023	PA	Cameron	totalpopacs0711	5130
42025	PA	Carbon	totalpopacs0711	64974
42027	PA	Centre	totalpopacs0711	152689
42029	PA	Chester	totalpopacs0711	495651
42031	PA	Clarion	totalpopacs0711	40178
42033	PA	Clearfield	totalpopacs0711	81954
42035	PA	Clinton	totalpopacs0711	39015
42037	PA	Columbia	totalpopacs0711	67020
42039	PA	Crawford	totalpopacs0711	89058
42041	PA	Cumberland	totalpopacs0711	233726
42043	PA	Dauphin	totalpopacs0711	266576
42045	PA	Delaware	totalpopacs0711	557648
42047	PA	Elk	totalpopacs0711	32233
42049	PA	Erie	totalpopacs0711	279824
42051	PA	Fayette	totalpopacs0711	137803
42053	PA	Forest	totalpopacs0711	7600
42055	PA	Franklin	totalpopacs0711	148239
42057	PA	Fulton	totalpopacs0711	14858
42059	PA	Greene	totalpopacs0711	38895
42061	PA	Huntingdon	totalpopacs0711	45898
42063	PA	Indiana	totalpopacs0711	88997
42065	PA	Jefferson	totalpopacs0711	45173
42067	PA	Juniata	totalpopacs0711	24439
42069	PA	Lackawanna	totalpopacs0711	214057
42071	PA	Lancaster	totalpopacs0711	515817
42073	PA	Lawrence	totalpopacs0711	91341
42075	PA	Lebanon	totalpopacs0711	132550
42077	PA	Lehigh	totalpopacs0711	347197
42079	PA	Luzerne	totalpopacs0711	319897
42081	PA	Lycoming	totalpopacs0711	116335
42083	PA	McKean	totalpopacs0711	43642
42085	PA	Mercer	totalpopacs0711	116939
42087	PA	Mifflin	totalpopacs0711	46671
42089	PA	Monroe	totalpopacs0711	169050
42091	PA	Montgomery	totalpopacs0711	794921
42093	PA	Montour	totalpopacs0711	18193
42095	PA	Northampton	totalpopacs0711	296323
42097	PA	Northumberland	totalpopacs0711	94321
42099	PA	Perry	totalpopacs0711	45785
42101	PA	Philadelphia	totalpopacs0711	1514456
42103	PA	Pike	totalpopacs0711	57242
42105	PA	Potter	totalpopacs0711	17487
42107	PA	Schuylkill	totalpopacs0711	148195
42109	PA	Snyder	totalpopacs0711	39597
42111	PA	Somerset	totalpopacs0711	77946
42113	PA	Sullivan	totalpopacs0711	6469
42115	PA	Susquehanna	totalpopacs0711	43311
42117	PA	Tioga	totalpopacs0711	41850
42119	PA	Union	totalpopacs0711	44872
42121	PA	Venango	totalpopacs0711	55106
42123	PA	Warren	totalpopacs0711	41771
42125	PA	Washington	totalpopacs0711	207451
42127	PA	Wayne	totalpopacs0711	52477
42129	PA	Westmoreland	totalpopacs0711	365438
42131	PA	Wyoming	totalpopacs0711	28333
42133	PA	York	totalpopacs0711	431967
44000	RI	Rhode Island	totalpopacs0711	1053959
44001	RI	Bristol	totalpopacs0711	50264
44003	RI	Kent	totalpopacs0711	166631
44005	RI	Newport	totalpopacs0711	82765
44007	RI	Providence	totalpopacs0711	627362
44009	RI	Washington	totalpopacs0711	126937
45000	SC	South Carolina	totalpopacs0711	4575864
45001	SC	Abbeville	totalpopacs0711	25515
45003	SC	Aiken	totalpopacs0711	158253
45005	SC	Allendale	totalpopacs0711	10548
45007	SC	Anderson	totalpopacs0711	185675
45009	SC	Bamberg	totalpopacs0711	16061
45011	SC	Barnwell	totalpopacs0711	22638
45013	SC	Beaufort	totalpopacs0711	159048
45015	SC	Berkeley	totalpopacs0711	174679
45017	SC	Calhoun	totalpopacs0711	15198
45019	SC	Charleston	totalpopacs0711	346981
45021	SC	Cherokee	totalpopacs0711	55111
45023	SC	Chester	totalpopacs0711	33190
45025	SC	Chesterfield	totalpopacs0711	46378
45027	SC	Clarendon	totalpopacs0711	34746
45029	SC	Colleton	totalpopacs0711	38833
45031	SC	Darlington	totalpopacs0711	68581
45033	SC	Dillon	totalpopacs0711	31745
45035	SC	Dorchester	totalpopacs0711	133796
45037	SC	Edgefield	totalpopacs0711	26782
45039	SC	Fairfield	totalpopacs0711	23916
45041	SC	Florence	totalpopacs0711	135968
45043	SC	Georgetown	totalpopacs0711	60280
45045	SC	Greenville	totalpopacs0711	445586
45047	SC	Greenwood	totalpopacs0711	69243
45049	SC	Hampton	totalpopacs0711	21120
45051	SC	Horry	totalpopacs0711	265139
45053	SC	Jasper	totalpopacs0711	24195
45055	SC	Kershaw	totalpopacs0711	61010
45057	SC	Lancaster	totalpopacs0711	74500
45059	SC	Laurens	totalpopacs0711	66859
45061	SC	Lee	totalpopacs0711	19412
45063	SC	Lexington	totalpopacs0711	257756
45065	SC	McCormick	totalpopacs0711	10178
45067	SC	Marion	totalpopacs0711	33335
45069	SC	Marlboro	totalpopacs0711	28977
45071	SC	Newberry	totalpopacs0711	37395
45073	SC	Oconee	totalpopacs0711	73629
45075	SC	Orangeburg	totalpopacs0711	92503
45077	SC	Pickens	totalpopacs0711	118617
45079	SC	Richland	totalpopacs0711	378989
45081	SC	Saluda	totalpopacs0711	19681
45083	SC	Spartanburg	totalpopacs0711	281777
45085	SC	Sumter	totalpopacs0711	106899
45087	SC	Union	totalpopacs0711	28982
45089	SC	Williamsburg	totalpopacs0711	34719
45091	SC	York	totalpopacs0711	221441
46000	SD	South Dakota	totalpopacs0711	807697
46003	SD	Aurora	totalpopacs0711	2722
46005	SD	Beadle	totalpopacs0711	17111
46007	SD	Bennett	totalpopacs0711	3435
46009	SD	Bon Homme	totalpopacs0711	7039
46011	SD	Brookings	totalpopacs0711	31639
46013	SD	Brown	totalpopacs0711	36265
46015	SD	Brule	totalpopacs0711	5187
46017	SD	Buffalo	totalpopacs0711	1936
46019	SD	Butte	totalpopacs0711	10037
46021	SD	Campbell	totalpopacs0711	1407
46023	SD	Charles Mix	totalpopacs0711	9095
46025	SD	Clark	totalpopacs0711	3687
46027	SD	Clay	totalpopacs0711	13902
46029	SD	Codington	totalpopacs0711	27180
46031	SD	Corson	totalpopacs0711	4049
46033	SD	Custer	totalpopacs0711	8155
46035	SD	Davison	totalpopacs0711	19446
46037	SD	Day	totalpopacs0711	5701
46039	SD	Deuel	totalpopacs0711	4366
46041	SD	Dewey	totalpopacs0711	5331
46043	SD	Douglas	totalpopacs0711	3013
46045	SD	Edmunds	totalpopacs0711	4050
46047	SD	Fall River	totalpopacs0711	7053
46049	SD	Faulk	totalpopacs0711	2381
46051	SD	Grant	totalpopacs0711	7353
46053	SD	Gregory	totalpopacs0711	4253
46055	SD	Haakon	totalpopacs0711	1734
46057	SD	Hamlin	totalpopacs0711	5839
46059	SD	Hand	totalpopacs0711	3408
46061	SD	Hanson	totalpopacs0711	3375
46063	SD	Harding	totalpopacs0711	1328
46065	SD	Hughes	totalpopacs0711	16943
46067	SD	Hutchinson	totalpopacs0711	7345
46069	SD	Hyde	totalpopacs0711	1422
46071	SD	Jackson	totalpopacs0711	3031
46073	SD	Jerauld	totalpopacs0711	2044
46075	SD	Jones	totalpopacs0711	1203
46077	SD	Kingsbury	totalpopacs0711	5159
46079	SD	Lake	totalpopacs0711	11193
46081	SD	Lawrence	totalpopacs0711	23897
46083	SD	Lincoln	totalpopacs0711	43276
46085	SD	Lyman	totalpopacs0711	3745
46087	SD	McCook	totalpopacs0711	5613
46089	SD	McPherson	totalpopacs0711	2482
46091	SD	Marshall	totalpopacs0711	4614
46093	SD	Meade	totalpopacs0711	25245
46095	SD	Mellette	totalpopacs0711	2039
46097	SD	Miner	totalpopacs0711	2388
46099	SD	Minnehaha	totalpopacs0711	168014
46101	SD	Moody	totalpopacs0711	6497
46103	SD	Pennington	totalpopacs0711	99611
46105	SD	Perkins	totalpopacs0711	2898
46107	SD	Potter	totalpopacs0711	2375
46109	SD	Roberts	totalpopacs0711	10094
46111	SD	Sanborn	totalpopacs0711	2377
46113	SD	Shannon	totalpopacs0711	13544
46115	SD	Spink	totalpopacs0711	6470
46117	SD	Stanley	totalpopacs0711	2928
46119	SD	Sully	totalpopacs0711	1389
46121	SD	Todd	totalpopacs0711	9640
46123	SD	Tripp	totalpopacs0711	5673
46125	SD	Turner	totalpopacs0711	8357
46127	SD	Union	totalpopacs0711	14155
46129	SD	Walworth	totalpopacs0711	5429
46135	SD	Yankton	totalpopacs0711	22350
46137	SD	Ziebach	totalpopacs0711	2780
47000	TN	Tennessee	totalpopacs0711	6297991
47001	TN	Anderson	totalpopacs0711	74672
47003	TN	Bedford	totalpopacs0711	44717
47005	TN	Benton	totalpopacs0711	16451
47007	TN	Bledsoe	totalpopacs0711	12949
47009	TN	Blount	totalpopacs0711	122283
47011	TN	Bradley	totalpopacs0711	98286
47013	TN	Campbell	totalpopacs0711	40626
47015	TN	Cannon	totalpopacs0711	13728
47017	TN	Carroll	totalpopacs0711	28576
47019	TN	Carter	totalpopacs0711	57568
47021	TN	Cheatham	totalpopacs0711	38988
47023	TN	Chester	totalpopacs0711	16925
47025	TN	Claiborne	totalpopacs0711	32042
47027	TN	Clay	totalpopacs0711	7845
47029	TN	Cocke	totalpopacs0711	35583
47031	TN	Coffee	totalpopacs0711	52620
47033	TN	Crockett	totalpopacs0711	14549
47035	TN	Cumberland	totalpopacs0711	55648
47037	TN	Davidson	totalpopacs0711	620443
47039	TN	Decatur	totalpopacs0711	11741
47041	TN	DeKalb	totalpopacs0711	18684
47043	TN	Dickson	totalpopacs0711	49281
47045	TN	Dyer	totalpopacs0711	38202
47047	TN	Fayette	totalpopacs0711	38032
47049	TN	Fentress	totalpopacs0711	17881
47051	TN	Franklin	totalpopacs0711	41058
47053	TN	Gibson	totalpopacs0711	49379
47055	TN	Giles	totalpopacs0711	29536
47057	TN	Grainger	totalpopacs0711	22538
47059	TN	Greene	totalpopacs0711	68617
47061	TN	Grundy	totalpopacs0711	13808
47063	TN	Hamblen	totalpopacs0711	62343
47065	TN	Hamilton	totalpopacs0711	332863
47067	TN	Hancock	totalpopacs0711	6784
47069	TN	Hardeman	totalpopacs0711	27459
47071	TN	Hardin	totalpopacs0711	25998
47073	TN	Hawkins	totalpopacs0711	56694
47075	TN	Haywood	totalpopacs0711	18847
47077	TN	Henderson	totalpopacs0711	27686
47079	TN	Henry	totalpopacs0711	32173
47081	TN	Hickman	totalpopacs0711	24556
47083	TN	Houston	totalpopacs0711	8338
47085	TN	Humphreys	totalpopacs0711	18470
47087	TN	Jackson	totalpopacs0711	11501
47089	TN	Jefferson	totalpopacs0711	51118
47091	TN	Johnson	totalpopacs0711	18227
47093	TN	Knox	totalpopacs0711	428777
47095	TN	Lake	totalpopacs0711	7814
47097	TN	Lauderdale	totalpopacs0711	27788
47099	TN	Lawrence	totalpopacs0711	41593
47101	TN	Lewis	totalpopacs0711	12066
47103	TN	Lincoln	totalpopacs0711	33108
47105	TN	Loudon	totalpopacs0711	47919
47107	TN	McMinn	totalpopacs0711	52254
47109	TN	McNairy	totalpopacs0711	25887
47111	TN	Macon	totalpopacs0711	22120
47113	TN	Madison	totalpopacs0711	97677
47115	TN	Marion	totalpopacs0711	28174
47117	TN	Marshall	totalpopacs0711	30310
47119	TN	Maury	totalpopacs0711	80177
47121	TN	Meigs	totalpopacs0711	11661
47123	TN	Monroe	totalpopacs0711	44396
47125	TN	Montgomery	totalpopacs0711	168315
47127	TN	Moore	totalpopacs0711	6323
47129	TN	Morgan	totalpopacs0711	21796
47131	TN	Obion	totalpopacs0711	31870
47133	TN	Overton	totalpopacs0711	21940
47135	TN	Perry	totalpopacs0711	7834
47137	TN	Pickett	totalpopacs0711	5094
47139	TN	Polk	totalpopacs0711	16740
47141	TN	Putnam	totalpopacs0711	71464
47143	TN	Rhea	totalpopacs0711	31544
47145	TN	Roane	totalpopacs0711	54162
47147	TN	Robertson	totalpopacs0711	65462
47149	TN	Rutherford	totalpopacs0711	257657
47151	TN	Scott	totalpopacs0711	22195
47153	TN	Sequatchie	totalpopacs0711	14033
47155	TN	Sevier	totalpopacs0711	88996
47157	TN	Shelby	totalpopacs0711	925673
47159	TN	Smith	totalpopacs0711	19121
47161	TN	Stewart	totalpopacs0711	13196
47163	TN	Sullivan	totalpopacs0711	156466
47165	TN	Sumner	totalpopacs0711	158554
47167	TN	Tipton	totalpopacs0711	60462
47169	TN	Trousdale	totalpopacs0711	7808
47171	TN	Unicoi	totalpopacs0711	18283
47173	TN	Union	totalpopacs0711	19152
47175	TN	Van Buren	totalpopacs0711	5518
47177	TN	Warren	totalpopacs0711	39678
47179	TN	Washington	totalpopacs0711	121458
47181	TN	Wayne	totalpopacs0711	16999
47183	TN	Weakley	totalpopacs0711	34692
47185	TN	White	totalpopacs0711	25720
47187	TN	Williamson	totalpopacs0711	179601
47189	TN	Wilson	totalpopacs0711	112151
48000	TX	Texas	totalpopacs0711	24774187
48001	TX	Anderson	totalpopacs0711	58192
48003	TX	Andrews	totalpopacs0711	14500
48005	TX	Angelina	totalpopacs0711	86033
48007	TX	Aransas	totalpopacs0711	23243
48009	TX	Archer	totalpopacs0711	9013
48011	TX	Armstrong	totalpopacs0711	1929
48013	TX	Atascosa	totalpopacs0711	44553
48015	TX	Austin	totalpopacs0711	28150
48017	TX	Bailey	totalpopacs0711	7079
48019	TX	Bandera	totalpopacs0711	20424
48021	TX	Bastrop	totalpopacs0711	73368
48023	TX	Baylor	totalpopacs0711	3770
48025	TX	Bee	totalpopacs0711	31916
48027	TX	Bell	totalpopacs0711	302946
48029	TX	Bexar	totalpopacs0711	1686452
48031	TX	Blanco	totalpopacs0711	10267
48033	TX	Borden	totalpopacs0711	620
48035	TX	Bosque	totalpopacs0711	18118
48037	TX	Bowie	totalpopacs0711	91903
48039	TX	Brazoria	totalpopacs0711	307695
48041	TX	Brazos	totalpopacs0711	189858
48043	TX	Brewster	totalpopacs0711	9088
48045	TX	Briscoe	totalpopacs0711	1718
48047	TX	Brooks	totalpopacs0711	7297
48049	TX	Brown	totalpopacs0711	38136
48051	TX	Burleson	totalpopacs0711	17109
48053	TX	Burnet	totalpopacs0711	42606
